Symbol
CD4
CXCL12
CXCR4
CYCS
CYP19A1
FOXN3
IL5
MAPK8
MAPT
MBP
PTEN
RET
APP
BMP6
CACNA1C
CTNNB1
EGFR
IFNA1
MAPK1
MT-ND4
PRKG1
PTPRM
VIMP
OPRM1
