#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,prediction,combined_score
RPS6,RPSA,1857216,1853012,9606.ENSP00000369757,9606.ENSP00000346067,0,0,0,0,0.975,0.993,0.9,0.329,0,0.999
PSMB4,PSMD8,1847239,1842478,9606.ENSP00000290541,9606.ENSP00000215071,0,0,0,0,0.847,0.973,0.9,0.31,0,0.999
RPS20,RPS26,1861789,1853363,9606.ENSP00000429374,9606.ENSP00000348849,0,0,0,0,0.867,0.998,0.9,0.709,0,0.999
ACTR2,ARPC3,1856793,1843162,9606.ENSP00000367220,9606.ENSP00000228825,0,0,0,0,0,0.999,0.9,0.914,0,0.999
PSMD1,PSMD8,1849179,1842478,9606.ENSP00000309474,9606.ENSP00000215071,0,0,0,0,0.124,0.997,0.9,0.684,0,0.999
PSMC5,PSMC3,1849313,1847998,9606.ENSP00000310572,9606.ENSP00000298852,0,0,0.482,0.922,0.67,0.999,0.9,0.982,0,0.999
RPS15,RPS26,1863987,1853363,9606.ENSP00000467676,9606.ENSP00000348849,0,0,0,0,0.964,0.988,0.9,0.766,0,0.999
PSMC2,PSMD11,1847374,1844971,9606.ENSP00000292644,9606.ENSP00000261712,0,0,0,0,0.288,0.998,0.9,0.654,0,0.999
RPS20,RPS6,1861789,1857216,9606.ENSP00000429374,9606.ENSP00000369757,0,0,0,0,0.909,0.999,0.9,0.504,0,0.999
PSMD12,PSMC5,1853297,1849313,9606.ENSP00000348442,9606.ENSP00000310572,0,0,0,0,0.284,0.998,0.9,0.623,0,0.999
PSMD8,PSMC4,1842478,1842267,9606.ENSP00000215071,9606.ENSP00000157812,0,0,0,0,0.494,0.999,0.9,0.633,0,0.999
EIF3H,EIF3D,1861812,1842561,9606.ENSP00000429931,9606.ENSP00000216190,0,0,0,0,0.288,0.999,0.9,0.821,0,0.999
PSMD12,PSMA5,1853297,1846187,9606.ENSP00000348442,9606.ENSP00000271308,0,0,0,0,0.274,0.995,0.9,0.362,0,0.999
CUL4A,NEDD8,1856298,1844012,9606.ENSP00000364589,9606.ENSP00000250495,0,0,0,0,0,0.999,0,0.803,0,0.999
RPS11,RPS16,1846167,1844060,9606.ENSP00000270625,9606.ENSP00000251453,0.212,0,0,0,0.93,0.999,0.9,0.6,0,0.999
RPS23,RPS11,1847772,1846167,9606.ENSP00000296674,9606.ENSP00000270625,0.462,0,0,0,0.965,0.999,0.9,0.538,0,0.999
PSMC6,PSMD6,1860306,1847640,9606.ENSP00000401802,9606.ENSP00000295901,0,0,0,0,0.75,0.999,0.9,0.528,0,0.999
RPS6,RPS4X,1857216,1855955,9606.ENSP00000369757,9606.ENSP00000362744,0,0,0,0,0.975,0.999,0.9,0.531,0,0.999
PSMD13,PSMB7,1859976,1844696,9606.ENSP00000396937,9606.ENSP00000259457,0,0,0,0,0.509,0.984,0.9,0.455,0,0.999
PSMD7,PSMC4,1842741,1842267,9606.ENSP00000219313,9606.ENSP00000157812,0,0,0,0,0.666,0.999,0.9,0.706,0,0.999
EXOSC6,EXOSC8,1860092,1857848,9606.ENSP00000398597,9606.ENSP00000374354,0.462,0,0.49,0,0.179,0.996,0.9,0.91,0,0.999
SUGT1,HSP90AA1,1856790,1851814,9606.ENSP00000367208,9606.ENSP00000335153,0,0,0,0,0.959,0.999,0.8,0.976,0,0.999
CRK,DOCK1,1848191,1846665,9606.ENSP00000300574,9606.ENSP00000280333,0,0,0,0,0,0.998,0.9,0.987,0,0.999
CDC42,ARHGDIA,1849707,1846084,9606.ENSP00000314458,9606.ENSP00000269321,0,0,0,0,0.071,0.98,0.9,0.989,0,0.999
RPS7,RPS27A,1852173,1846244,9606.ENSP00000339095,9606.ENSP00000272317,0,0,0,0,0.933,0.993,0.9,0.137,0,0.999
PSMA5,PSMC4,1846187,1842267,9606.ENSP00000271308,9606.ENSP00000157812,0,0,0,0,0.593,0.995,0.9,0.492,0,0.999
RPS19,RPSA,1864285,1853012,9606.ENSP00000470004,9606.ENSP00000346067,0,0,0,0,0.975,0.992,0.9,0.45,0,0.999
RPS19,RPS26,1864285,1853363,9606.ENSP00000470004,9606.ENSP00000348849,0,0,0,0,0.939,0.997,0.9,0.83,0,0.999
RPS2,RPS11,1852518,1846167,9606.ENSP00000341885,9606.ENSP00000270625,0.462,0,0,0,0.966,0.999,0.9,0.657,0,0.999
PSMD14,PSMD10,1859182,1842679,9606.ENSP00000386541,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.416,0,0.999
EXOSC2,EXOSC1,1855666,1855369,9606.ENSP00000361433,9606.ENSP00000359939,0,0,0,0,0.288,0.998,0.9,0.841,0,0.999
PTPN1,EGFR,1855520,1846445,9606.ENSP00000360683,9606.ENSP00000275493,0,0,0,0,0,0.99,0.9,0.944,0,0.999
PSMB5,PSMB3,1854354,1843022,9606.ENSP00000355325,9606.ENSP00000225426,0,0,0,0.674,0.842,0.999,0.9,0.813,0,0.999
PSMB1,PSMB7,1845087,1844696,9606.ENSP00000262193,9606.ENSP00000259457,0,0,0,0,0.756,0.999,0.9,0.746,0,0.999
PSMC6,PSMA6,1860306,1844920,9606.ENSP00000401802,9606.ENSP00000261479,0,0,0,0,0.288,0.995,0.9,0.269,0,0.999
PSMB2,PSMD11,1855861,1844971,9606.ENSP00000362334,9606.ENSP00000261712,0,0,0,0,0.228,0.996,0.9,0.29,0,0.999
MDM2,CDKN1A,1861282,1843736,9606.ENSP00000417281,9606.ENSP00000244741,0,0,0,0,0,0.997,0,0.731,0,0.999
PSMB6,PSMA6,1846162,1844920,9606.ENSP00000270586,9606.ENSP00000261479,0,0,0,0,0.459,0.998,0.9,0.693,0,0.999
CTNNB1,SKP1,1852818,1843292,9606.ENSP00000344456,9606.ENSP00000231487,0,0,0,0,0,0.997,0.9,0.517,0,0.999
RPS8,RPS6,1858412,1857216,9606.ENSP00000379888,9606.ENSP00000369757,0,0,0,0,0.975,0.999,0.9,0.741,0,0.999
CDKN2A,CDK4,1859838,1844551,9606.ENSP00000394932,9606.ENSP00000257904,0,0,0,0,0,0.999,0.9,0.993,0,0.999
PSMB5,PSMB10,1854354,1853696,9606.ENSP00000355325,9606.ENSP00000351314,0,0,0,0.709,0.893,0.968,0.9,0.81,0,0.999
EIF3H,EIF3C,1861812,1851492,9606.ENSP00000429931,9606.ENSP00000332604,0,0,0,0,0.224,0.999,0.9,0.713,0,0.999
PCNA,CDK2,1856984,1845906,9606.ENSP00000368438,9606.ENSP00000266970,0,0,0,0,0.697,0.972,0.9,0.977,0,0.999
PSMD13,PSMC1,1859976,1844882,9606.ENSP00000396937,9606.ENSP00000261303,0,0,0,0,0.493,0.999,0.9,0.925,0,0.999
RPS13,RPS15A,1862013,1850066,9606.ENSP00000435777,9606.ENSP00000318646,0,0,0,0,0.975,0.999,0.9,0.523,0,0.999
PSMD13,PSMB3,1859976,1843022,9606.ENSP00000396937,9606.ENSP00000225426,0,0,0,0,0.546,0.99,0.9,0.393,0,0.999
RPS13,RPS24,1862013,1861076,9606.ENSP00000435777,9606.ENSP00000414321,0.092,0,0,0,0.937,0.999,0.9,0.382,0,0.999
PSMD6,PSMB1,1847640,1845087,9606.ENSP00000295901,9606.ENSP00000262193,0,0,0,0,0.829,0.995,0.9,0.26,0,0.999
RPS4X,RPS3A,1855955,1853009,9606.ENSP00000362744,9606.ENSP00000346050,0,0,0.227,0,0.975,0.998,0.9,0.525,0,0.999
PSMB2,PSMB3,1855861,1843022,9606.ENSP00000362334,9606.ENSP00000225426,0,0,0,0,0.975,0.999,0.9,0.877,0,0.999
EXOSC10,EXOSC2,1856580,1855666,9606.ENSP00000366135,9606.ENSP00000361433,0,0,0,0,0.112,0.996,0.9,0.839,0,0.999
RPS3A,RPS5,1853009,1842374,9606.ENSP00000346050,9606.ENSP00000196551,0,0,0,0,0.975,0.999,0.9,0.433,0,0.999
RPS21,RPS14,1852991,1849373,9606.ENSP00000345957,9606.ENSP00000311028,0,0,0,0,0.975,0.988,0.9,0.234,0,0.999
PSMA1,PSMB1,1861079,1845087,9606.ENSP00000414359,9606.ENSP00000262193,0,0,0.223,0,0.931,0.998,0.9,0.88,0,0.999
JUN,MAPK10,1855436,1853804,9606.ENSP00000360266,9606.ENSP00000352157,0,0,0,0,0,0.996,0.9,0.987,0,0.999
CDK2,CCNA1,1845906,1844380,9606.ENSP00000266970,9606.ENSP00000255465,0,0,0,0,0.288,0.999,0.9,0.941,0,0.999
PRKDC,TP53,1849621,1846083,9606.ENSP00000313420,9606.ENSP00000269305,0,0,0,0,0,0.996,0.9,0.972,0,0.999
RPS15,RPS3A,1863987,1853009,9606.ENSP00000467676,9606.ENSP00000346050,0,0,0,0,0.975,0.997,0.9,0.53,0,0.999
RPS15A,RPS14,1850066,1849373,9606.ENSP00000318646,9606.ENSP00000311028,0.462,0,0,0,0.975,0.999,0.9,0.624,0,0.999
MAPK8,IRS1,1853988,1848682,9606.ENSP00000353483,9606.ENSP00000304895,0,0,0,0,0,0.917,0.8,0.979,0,0.999
RPS29,RPSA,1858354,1853012,9606.ENSP00000379339,9606.ENSP00000346067,0,0,0,0,0.884,0.997,0.9,0.458,0,0.999
PSMB5,PSMC2,1854354,1847374,9606.ENSP00000355325,9606.ENSP00000292644,0,0,0,0,0.433,0.992,0.9,0.566,0,0.999
RRM1,RRM2B,1848209,1844085,9606.ENSP00000300738,9606.ENSP00000251810,0.462,0,0.526,0,0.822,0.99,0.9,0.972,0,0.999
PSMA5,PSMA6,1846187,1844920,9606.ENSP00000271308,9606.ENSP00000261479,0,0,0.299,0.813,0.708,0.999,0.9,0.735,0,0.999
PSMB10,PSMB4,1853696,1847239,9606.ENSP00000351314,9606.ENSP00000290541,0,0,0,0,0.738,0.998,0.9,0.604,0,0.999
PSMA7,PSMA4,1855365,1842214,9606.ENSP00000359910,9606.ENSP00000044462,0,0,0.349,0.867,0.938,0.999,0.9,0.708,0,0.999
TP53,SIRT1,1846083,1842473,9606.ENSP00000269305,9606.ENSP00000212015,0,0,0,0,0,0.999,0.9,0.943,0,0.999
EXOSC9,EXOSC10,1857072,1856580,9606.ENSP00000368984,9606.ENSP00000366135,0,0,0,0,0.112,0.999,0.9,0.957,0,0.999
RPS28,RPS3,1864786,1861952,9606.ENSP00000472469,9606.ENSP00000433821,0,0,0,0,0.939,0.999,0.9,0.608,0,0.999
EXOSC4,EXOSC7,1849789,1845771,9606.ENSP00000315476,9606.ENSP00000265564,0.462,0,0.498,0,0.284,0.998,0.9,0.99,0,0.999
PSMA5,PSMD7,1846187,1842741,9606.ENSP00000271308,9606.ENSP00000219313,0,0,0,0,0.355,0.995,0.9,0.408,0,0.999
MAPK9,TP53,1859420,1846083,9606.ENSP00000389338,9606.ENSP00000269305,0,0,0,0,0,0.912,0.9,0.913,0,0.999
RPS24,RPS8,1861076,1858412,9606.ENSP00000414321,9606.ENSP00000379888,0,0,0,0,0.875,0.999,0.9,0.521,0,0.999
ARPC4,ARPC1B,1859328,1844155,9606.ENSP00000388169,9606.ENSP00000252725,0,0,0,0,0.072,0.999,0.9,0.934,0,0.999
ARPC4,ARPC3,1859328,1843162,9606.ENSP00000388169,9606.ENSP00000228825,0,0,0,0,0.139,0.999,0.9,0.937,0,0.999
CUL5,TCEB1,1858067,1846927,9606.ENSP00000376808,9606.ENSP00000284811,0,0,0,0,0,0.999,0.9,0.83,0,0.999
PCNA,CCND1,1856984,1843117,9606.ENSP00000368438,9606.ENSP00000227507,0,0,0,0,0,0.914,0.9,0.984,0,0.999
EIF3H,EIF3E,1861812,1842805,9606.ENSP00000429931,9606.ENSP00000220849,0,0,0,0,0.737,0.999,0.9,0.798,0,0.999
HC3,PSMA6,1862989,1844920,9606.ENSP00000455744,9606.ENSP00000261479,0,0,0.234,0.859,0.736,0.999,0.72,0.706,0,0.999
PSMA1,PSMD1,1861079,1849179,9606.ENSP00000414359,9606.ENSP00000309474,0,0,0,0,0.115,0.995,0.9,0.564,0,0.999
PSMB2,PSMB4,1855861,1847239,9606.ENSP00000362334,9606.ENSP00000290541,0,0,0,0,0.975,0.997,0.9,0.794,0,0.999
BTRC,CTNNB1,1855188,1852818,9606.ENSP00000359206,9606.ENSP00000344456,0,0,0,0,0,0.999,0.9,0.698,0,0.999
CTNNB1,AKT1,1852818,1846136,9606.ENSP00000344456,9606.ENSP00000270202,0,0,0,0,0,0.574,0.9,0.988,0,0.999
EIF3I,EIF3B,1855943,1854079,9606.ENSP00000362688,9606.ENSP00000354125,0,0,0,0,0.683,0.999,0.9,0.913,0,0.999
RPS4X,RPS5,1855955,1842374,9606.ENSP00000362744,9606.ENSP00000196551,0,0,0,0,0.975,0.999,0.9,0.272,0,0.999
PSMD13,PSMC4,1859976,1842267,9606.ENSP00000396937,9606.ENSP00000157812,0,0,0,0,0.735,0.999,0.9,0.663,0,0.999
PSMD14,PSMB1,1859182,1845087,9606.ENSP00000386541,9606.ENSP00000262193,0,0,0,0,0.405,0.999,0.9,0.288,0,0.999
RICTOR,AKT1S1,1853522,1852495,9606.ENSP00000349959,9606.ENSP00000341698,0,0,0,0,0,0.999,0,0.782,0,0.999
RPS29,RPS23,1858354,1847772,9606.ENSP00000379339,9606.ENSP00000296674,0.462,0,0,0,0.896,0.999,0.9,0.714,0,0.999
PSMD6,PSMD10,1847640,1842679,9606.ENSP00000295901,9606.ENSP00000217958,0,0,0,0,0.069,0.999,0.9,0.474,0,0.999
PSMB2,PSMC3,1855861,1847998,9606.ENSP00000362334,9606.ENSP00000298852,0,0,0,0,0.423,0.995,0.9,0.541,0,0.999
HSP90AB1,CDC37,1850780,1842879,9606.ENSP00000325875,9606.ENSP00000222005,0,0,0,0,0.071,0.992,0.8,0.658,0,0.999
RPS28,RPS13,1864786,1862013,9606.ENSP00000472469,9606.ENSP00000435777,0,0,0,0,0.975,0.999,0.9,0.326,0,0.999
NCF2,RAC1,1854612,1853302,9606.ENSP00000356505,9606.ENSP00000348461,0,0,0,0,0,0.998,0.9,0.989,0,0.999
PSMA1,PSMC6,1861079,1860306,9606.ENSP00000414359,9606.ENSP00000401802,0,0,0,0,0.736,0.999,0.9,0.363,0,0.999
RPS20,RPS27A,1861789,1846244,9606.ENSP00000429374,9606.ENSP00000272317,0,0,0,0,0.966,0.994,0.9,0.101,0,0.999
PSMC6,PSMD13,1860306,1859976,9606.ENSP00000401802,9606.ENSP00000396937,0,0,0,0,0.289,0.999,0.9,0.519,0,0.999
CUL3,NEDD8,1845542,1844012,9606.ENSP00000264414,9606.ENSP00000250495,0,0,0,0,0,0.999,0,0.803,0,0.999
RPS14,RPS23,1849373,1847772,9606.ENSP00000311028,9606.ENSP00000296674,0.462,0,0,0,0.94,0.999,0.9,0.741,0,0.999
PSMD4,PSMD12,1854905,1853297,9606.ENSP00000357879,9606.ENSP00000348442,0,0,0,0,0.288,0.999,0.9,0.784,0,0.999
PSMD6,PSMA3,1847640,1842599,9606.ENSP00000295901,9606.ENSP00000216455,0,0,0,0,0.289,0.999,0.9,0.32,0,0.999
PSMA2,PSMC4,1842974,1842267,9606.ENSP00000223321,9606.ENSP00000157812,0,0,0,0,0.699,0.996,0,0.257,0,0.999
PSMD10,PSMD8,1842679,1842478,9606.ENSP00000217958,9606.ENSP00000215071,0,0,0,0,0.089,0.994,0.9,0.29,0,0.999
RPS6,RPS23,1857216,1847772,9606.ENSP00000369757,9606.ENSP00000296674,0,0,0,0,0.94,0.999,0.9,0.63,0,0.999
EIF3I,EIF3E,1855943,1842805,9606.ENSP00000362688,9606.ENSP00000220849,0,0,0,0,0.777,0.999,0.9,0.738,0,0.999
TP53,CDK2,1846083,1845906,9606.ENSP00000269305,9606.ENSP00000266970,0,0,0,0,0,0.982,0.9,0.979,0,0.999
PSMB2,PSMA5,1855861,1846187,9606.ENSP00000362334,9606.ENSP00000271308,0,0,0,0,0.975,0.997,0.9,0.722,0,0.999
CRK,CBL,1848191,1845465,9606.ENSP00000300574,9606.ENSP00000264033,0,0,0,0,0,0.999,0.9,0.769,0,0.999
PSMC6,PSMD8,1860306,1842478,9606.ENSP00000401802,9606.ENSP00000215071,0,0,0,0,0.661,0.999,0.9,0.576,0,0.999
MLST8,RPTOR,1858459,1848942,9606.ENSP00000380313,9606.ENSP00000307272,0,0,0,0,0,0.999,0.9,0.99,0,0.999
TCF7L2,CTNNB1,1862284,1852818,9606.ENSP00000444972,9606.ENSP00000344456,0,0,0,0,0,0.999,0.9,0.979,0,0.999
PSMA1,PSMA6,1861079,1844920,9606.ENSP00000414359,9606.ENSP00000261479,0,0,0,0.778,0.779,0.999,0.9,0.708,0,0.999
MAPK9,ATF2,1859420,1845482,9606.ENSP00000389338,9606.ENSP00000264110,0,0,0,0,0,0.995,0.9,0.971,0,0.999
INCENP,CDCA8,1858231,1849847,9606.ENSP00000378295,9606.ENSP00000316121,0,0,0,0,0.269,0.999,0.9,0.842,0,0.999
RPS15,RPS27A,1863987,1846244,9606.ENSP00000467676,9606.ENSP00000272317,0,0,0,0,0.974,0.994,0.9,0.173,0,0.999
HSP90AB1,AHSA1,1850780,1842603,9606.ENSP00000325875,9606.ENSP00000216479,0,0,0,0,0.754,0.993,0,0.846,0,0.999
CDKN2A,CCND1,1859838,1843117,9606.ENSP00000394932,9606.ENSP00000227507,0,0,0,0,0,0.803,0.9,0.972,0,0.999
RAC1,ARHGDIA,1853302,1846084,9606.ENSP00000348461,9606.ENSP00000269321,0,0,0,0,0.096,0.999,0.9,0.985,0,0.999
RPS13,RPS27A,1862013,1846244,9606.ENSP00000435777,9606.ENSP00000272317,0,0,0,0,0.966,0.999,0.9,0.111,0,0.999
RPS3,RPS6,1861952,1857216,9606.ENSP00000433821,9606.ENSP00000369757,0,0,0,0,0.975,0.999,0.9,0.654,0,0.999
RPS28,RPS8,1864786,1858412,9606.ENSP00000472469,9606.ENSP00000379888,0,0,0,0,0.931,0.999,0.9,0.694,0,0.999
PSMB10,PSMB3,1853696,1843022,9606.ENSP00000351314,9606.ENSP00000225426,0,0,0,0,0.756,0.999,0.9,0.601,0,0.999
RPS14,RPS5,1849373,1842374,9606.ENSP00000311028,9606.ENSP00000196551,0.462,0,0,0,0.975,0.999,0.9,0.69,0,0.999
RPS16,RPS12,1844060,1843234,9606.ENSP00000251453,9606.ENSP00000230050,0.063,0,0,0,0.975,0.999,0.9,0.423,0,0.999
RPS10,RPS21,1853151,1852991,9606.ENSP00000347271,9606.ENSP00000345957,0,0,0,0,0.736,0.981,0.9,0.541,0,0.999
PSMD13,PSMD12,1859976,1853297,9606.ENSP00000396937,9606.ENSP00000348442,0,0,0,0,0.652,0.999,0.9,0.859,0,0.999
PSMD14,PSMC5,1859182,1849313,9606.ENSP00000386541,9606.ENSP00000310572,0,0,0,0,0.6,0.999,0.9,0.687,0,0.999
CTNNB1,GSK3B,1852818,1850681,9606.ENSP00000344456,9606.ENSP00000324806,0,0,0,0,0,0.999,0.9,0.987,0,0.999
MLST8,AKT1S1,1858459,1852495,9606.ENSP00000380313,9606.ENSP00000341698,0,0,0,0,0,0.999,0.9,0.833,0,0.999
FAU,RPS5,1861888,1842374,9606.ENSP00000431822,9606.ENSP00000196551,0,0,0,0,0.974,0.995,0.9,0.24,0,0.999
CDKN1B,CCND1,1843169,1843117,9606.ENSP00000228872,9606.ENSP00000227507,0,0,0,0,0,0.999,0.9,0.974,0,0.999
RPSA,RPS7,1853012,1852173,9606.ENSP00000346067,9606.ENSP00000339095,0,0,0,0,0.975,0.992,0.9,0.198,0,0.999
PSMB3,PSMA4,1843022,1842214,9606.ENSP00000225426,9606.ENSP00000044462,0,0,0,0,0.927,0.998,0.9,0.643,0,0.999
PSMD4,PSMC2,1854905,1847374,9606.ENSP00000357879,9606.ENSP00000292644,0,0,0,0,0.487,0.999,0.9,0.546,0,0.999
PSMD6,PSMB6,1847640,1846162,9606.ENSP00000295901,9606.ENSP00000270586,0,0,0,0,0.474,0.985,0.9,0.114,0,0.999
EIF4E,EIF4EBP1,1861659,1852358,9606.ENSP00000425561,9606.ENSP00000340691,0,0,0,0,0,0.999,0.9,0.993,0,0.999
RPS29,RPS10,1858354,1853151,9606.ENSP00000379339,9606.ENSP00000347271,0,0,0,0,0.878,0.999,0.9,0.841,0,0.999
PSMD7,PSMD10,1842741,1842679,9606.ENSP00000219313,9606.ENSP00000217958,0,0,0,0,0,0.999,0.9,0.423,0,0.999
PSMD1,PSMB7,1849179,1844696,9606.ENSP00000309474,9606.ENSP00000259457,0,0,0,0,0.17,0.992,0.9,0.568,0,0.999
EGFR,STAT3,1846445,1845584,9606.ENSP00000275493,9606.ENSP00000264657,0,0,0,0,0,0.999,0.9,0.985,0,0.999
PSMC6,PSMC2,1860306,1847374,9606.ENSP00000401802,9606.ENSP00000292644,0,0,0.5,0.924,0.858,0.999,0.9,0.772,0,0.999
PSMD13,PSMC2,1859976,1847374,9606.ENSP00000396937,9606.ENSP00000292644,0,0,0,0,0.524,0.998,0.9,0.663,0,0.999
FKBP1A,MTOR,1857423,1854147,9606.ENSP00000371138,9606.ENSP00000354558,0,0,0,0,0,0.999,0.9,0.989,0,0.999
RPS26,RPS10,1853363,1853151,9606.ENSP00000348849,9606.ENSP00000347271,0,0,0,0,0.767,0.998,0.9,0.839,0,0.999
PSMA5,PSMA3,1846187,1842599,9606.ENSP00000271308,9606.ENSP00000216455,0,0,0.326,0.833,0.824,0.999,0.9,0.879,0,0.999
FAU,RPS2,1861888,1852518,9606.ENSP00000431822,9606.ENSP00000341885,0,0,0,0,0.888,0.999,0.9,0.195,0,0.999
FAU,RPS21,1861888,1852991,9606.ENSP00000431822,9606.ENSP00000345957,0,0,0,0,0.975,0.995,0.9,0.221,0,0.999
PSMD14,PSMD3,1859182,1845579,9606.ENSP00000386541,9606.ENSP00000264639,0,0,0,0,0.731,0.999,0.9,0.868,0,0.999
PTK2,CRK,1852426,1848191,9606.ENSP00000341189,9606.ENSP00000300574,0,0,0,0,0,0.962,0.9,0.891,0,0.999
CDK1,CCNA2,1858283,1846354,9606.ENSP00000378699,9606.ENSP00000274026,0,0.01,0,0,0.288,0.999,0.9,0.949,0,0.999
EIF3F,EIF3G,1849251,1844198,9606.ENSP00000310040,9606.ENSP00000253108,0,0,0,0,0.677,0.998,0.9,0.717,0,0.999
PSMD1,PSMD6,1849179,1847640,9606.ENSP00000309474,9606.ENSP00000295901,0,0,0,0,0.245,0.999,0.9,0.46,0,0.999
CCNE1,CDKN1A,1845190,1843736,9606.ENSP00000262643,9606.ENSP00000244741,0,0,0,0,0,0.999,0.9,0.912,0,0.999
RPS15A,RPS23,1850066,1847772,9606.ENSP00000318646,9606.ENSP00000296674,0.462,0,0,0,0.938,0.999,0.9,0.67,0,0.999
PSMC5,PSMC4,1849313,1842267,9606.ENSP00000310572,9606.ENSP00000157812,0,0,0.494,0.918,0.837,0.999,0.9,0.886,0,0.999
SOS1,EGFR,1858968,1846445,9606.ENSP00000384675,9606.ENSP00000275493,0,0,0,0,0,0.995,0.9,0.687,0,0.999
PSMD1,PSMA5,1849179,1846187,9606.ENSP00000309474,9606.ENSP00000271308,0,0,0,0,0.112,0.995,0.9,0.587,0,0.999
PSMB7,PSMA2,1844696,1842974,9606.ENSP00000259457,9606.ENSP00000223321,0,0,0,0,0.739,0.999,0.9,0.557,0,0.999
EXOSC6,EXOSC3,1860092,1850505,9606.ENSP00000398597,9606.ENSP00000323046,0.462,0,0,0,0.184,0.993,0.9,0.935,0,0.999
PSMC5,PSMD1,1849313,1849179,9606.ENSP00000310572,9606.ENSP00000309474,0,0,0,0,0.382,0.999,0.9,0.648,0,0.999
RPS6,RPS15A,1857216,1850066,9606.ENSP00000369757,9606.ENSP00000318646,0,0,0,0,0.975,0.999,0.9,0.371,0,0.999
RPS20,RPS11,1861789,1846167,9606.ENSP00000429374,9606.ENSP00000270625,0.462,0,0,0,0.938,0.999,0.9,0.728,0,0.999
RPS8,RPS7,1858412,1852173,9606.ENSP00000379888,9606.ENSP00000339095,0,0,0,0,0.975,0.999,0.9,0.649,0,0.999
RPS3,RPS23,1861952,1847772,9606.ENSP00000433821,9606.ENSP00000296674,0.462,0,0,0,0.975,0.999,0.9,0.636,0,0.999
PSMB2,PSMD12,1855861,1853297,9606.ENSP00000362334,9606.ENSP00000348442,0,0,0,0,0.405,0.995,0.9,0.271,0,0.999
RPS19,RPS5,1864285,1842374,9606.ENSP00000470004,9606.ENSP00000196551,0,0,0,0,0.975,0.999,0.9,0.59,0,0.999
PSMD4,PSMA6,1854905,1844920,9606.ENSP00000357879,9606.ENSP00000261479,0,0,0,0,0.223,0.999,0.9,0.422,0,0.999
ARPC4,ARPC2,1859328,1847604,9606.ENSP00000388169,9606.ENSP00000295685,0,0,0,0,0,0.999,0.9,0.917,0,0.999
RPS24,RPS5,1861076,1842374,9606.ENSP00000414321,9606.ENSP00000196551,0,0,0,0,0.581,0.999,0.9,0.248,0,0.999
ACTR2,ARPC2,1856793,1847604,9606.ENSP00000367220,9606.ENSP00000295685,0,0,0,0,0.112,0.999,0.9,0.873,0,0.999
PSMD6,PSMC2,1847640,1847374,9606.ENSP00000295901,9606.ENSP00000292644,0,0,0,0,0.903,0.999,0.9,0.196,0,0.999
PSMD7,PSMA3,1842741,1842599,9606.ENSP00000219313,9606.ENSP00000216455,0,0,0,0,0.289,0.996,0.9,0.312,0,0.999
EIF3E,EIF3D,1842805,1842561,9606.ENSP00000220849,9606.ENSP00000216190,0,0,0,0,0.288,0.999,0.9,0.935,0,0.999
PSMB2,PSMD3,1855861,1845579,9606.ENSP00000362334,9606.ENSP00000264639,0,0,0,0,0.674,0.995,0.9,0.298,0,0.999
RPS19,RPS15A,1864285,1850066,9606.ENSP00000470004,9606.ENSP00000318646,0,0,0,0,0.936,0.999,0.9,0.511,0,0.999
IRS1,RPS6KB1,1848682,1843035,9606.ENSP00000304895,9606.ENSP00000225577,0,0,0,0,0,0.567,0.9,0.979,0,0.999
PSMD13,PSMA4,1859976,1842214,9606.ENSP00000396937,9606.ENSP00000044462,0,0,0,0,0.289,0.986,0.9,0.23,0,0.999
SOS1,GRB2,1858968,1852164,9606.ENSP00000384675,9606.ENSP00000339007,0,0,0,0,0,0.999,0.9,0.987,0,0.999
GSK3B,CCND1,1850681,1843117,9606.ENSP00000324806,9606.ENSP00000227507,0,0,0,0,0,0.881,0.8,0.974,0,0.999
VHL,RBX1,1844441,1842568,9606.ENSP00000256474,9606.ENSP00000216225,0,0,0,0,0,0.997,0.9,0.749,0,0.999
EIF4E,EIF4A1,1861659,1847443,9606.ENSP00000425561,9606.ENSP00000293831,0,0,0,0,0.113,0.893,0.9,0.993,0,0.999
SHC1,EGFR,1860266,1846445,9606.ENSP00000401303,9606.ENSP00000275493,0,0,0,0,0,0.999,0.9,0.989,0,0.999
SHC1,GRB2,1860266,1852164,9606.ENSP00000401303,9606.ENSP00000339007,0,0,0,0,0,0.999,0.9,0.995,0,0.999
ACTR2,ARPC5,1856793,1853912,9606.ENSP00000367220,9606.ENSP00000352918,0,0,0,0,0.078,0.999,0.9,0.935,0,0.999
RPS10,RPS27A,1853151,1846244,9606.ENSP00000347271,9606.ENSP00000272317,0,0,0,0,0.627,0.998,0.9,0.18,0,0.999
RPS6,RPS14,1857216,1849373,9606.ENSP00000369757,9606.ENSP00000311028,0,0,0,0,0.975,0.999,0.9,0.716,0,0.999
MTOR,TSC2,1854147,1842755,9606.ENSP00000354558,9606.ENSP00000219476,0,0,0,0,0.076,0.3,0.9,0.986,0,0.999
PSMC1,PSMB7,1844882,1844696,9606.ENSP00000261303,9606.ENSP00000259457,0,0,0,0,0.605,0.993,0.9,0.488,0,0.999
